,label,text,clean_text
508,Real,Im the only (Republican)candidate that has actually reduced the size of government.,im republicancandidate actually reduced size government
509,Fake,"After how hard you work and how much you pay in taxes, New York City ends up getting the money. Im Chris Jacobs. I think its time we have someone in Albany thats making sure our region gets our fair share",hard work much pay taxes new york city ends getting money im chris jacobs think time someone albany thats making sure region gets fair share
510,Real,Amazing fact: Senate has already voted on more amendments in 2015 than Reid allowed ALL YEAR last year.,amazing fact senate already voted amendments  reid allowed year last year
511,Real,Says state Supreme Court candidate Joe Donald twice supported incumbent Justice Rebecca Bradley.,says state supreme court candidate joe donald twice supported incumbent justice rebecca bradley
512,Real,"One out of every four students fails to earn a high school diploma. In our major cities across America, half of our kids dont graduate.",one every four students fails earn high school diploma major cities across america half kids dont graduate
513,Fake,There were 36 states where Republicans who were in charge refused to implement a state (health insurance) exchange.,states republicans charge refused implement state health insurance exchange
514,Fake,"Says a tweet he sent out wasnt saying, check out a sex tape. It was just take a look at the background of Alicia Machado.",says tweet sent wasnt saying check sex tape take look background alicia machado
515,Fake,Aphotograph of 21-year-old Hillary Clinton featured a Confederate battle flag in the background.,aphotograph yearold hillary clinton featured confederate battle flag background
516,Real,Texas leads the nation in the percentage of residents without health insurance.,texas leads nation percentage residents without health insurance
517,Fake,This administration and this Congress have been systematically cutting funding to border security since the Democrats took control.,administration congress systematically cutting funding border security since democrats took control
518,Fake,A new college tuition reciprocity agreement with Minnesota makes college education more affordable for Wisconsin residents.,new college tuition reciprocity agreement minnesota makes college education affordable wisconsin residents
519,Real,Says Cory Booker supports late-term and partial-birth abortion and opposes safety regulations.,says cory booker supports lateterm partialbirth abortion opposes safety regulations
520,Fake,Mitt Romney is the first major party candidate for president of the United States in modern times not to release at least 12 years of tax returns.,mitt romney first major party candidate president united states modern times release least  years tax returns
